,TILGANG1,ANVENDELSE,PRISENHED,TID,INDHOLD
213,Output,Total Intermedialte Consumption-(Use),Constant prices of the previous year,2011,3198586.874
214,Output,Total Intermedialte Consumption-(Use),Constant prices of the previous year,2012,3284794.872
215,Output,Total Intermedialte Consumption-(Use),Constant prices of the previous year,2013,3358671.501
216,Output,Total Intermedialte Consumption-(Use),Constant prices of the previous year,2014,3445008.609
217,Output,Total Intermedialte Consumption-(Use),Constant prices of the previous year,2015,3548053.520
218,Output,Total Intermedialte Consumption-(Use),Constant prices of the previous year,2016,3678768.960
219,Output,Total Intermedialte Consumption-(Use),Constant prices of the previous year,2017,3741166.739
220,Output,Total Intermedialte Consumption-(Use),Constant prices of the previous year,2018,3895235.276
221,Output,Total Intermedialte Consumption-(Use),Constant prices of the previous year,2019,4004371.057
222,Output,Total Intermedialte Consumption-(Use),Constant prices of the previous year,2020,4001710.164
223,Output,Total Intermedialte Consumption-(Use),Constant prices of the previous year,2021,4297658.402
224,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1966,12602.351
225,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1967,12381.519
226,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1968,12528.893
227,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1969,13549.497
228,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1970,13869.838
229,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1971,14808.896
230,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1972,16831.469
231,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1973,21846.437
232,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1974,23967.638
233,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1975,24602.581
234,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1976,28722.898
235,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1977,32450.269
236,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1978,35850.583
237,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1979,37565.626
238,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1980,42032.689
239,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1981,48129.451
240,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1982,56557.841
241,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1983,57457.720
242,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1984,65041.267
243,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1985,64658.779
244,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1986,63095.303
245,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1987,61325.758
246,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1988,58994.685
247,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1989,64565.435
248,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1990,63759.733
249,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1991,61815.583
250,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1992,61929.630
251,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1993,61805.521
252,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1994,61752.207
253,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1995,64979.056
254,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1996,66091.798
255,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1997,67894.767
256,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1998,61886.493
257,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,1999,60751.876
258,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,2000,67214.923
259,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,2001,70604.476
260,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,2002,65868.989
261,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,2003,63068.807
262,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,2004,65284.492
263,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,2005,60044.613
264,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,2006,62558.379
265,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,2007,67407.210
266,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,2008,68250.066
267,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,2009,65420.092
268,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,2010,72908.701
269,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,2011,80297.718
270,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,2012,88912.258
271,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,2013,84450.501
272,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,2014,84755.077
273,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,2015,78558.567
274,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,2016,77534.131
275,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,2017,87136.545
276,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,2018,82565.958
277,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,2019,87196.718
278,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,2020,89072.092
279,Output,"A Agriculture, forestry and fishing- (Use)",Current prices,2021,87406.233
280,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1966,0.000
281,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1967,12759.072
282,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1968,12371.342
283,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1969,12365.167
284,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1970,12753.772
285,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1971,15027.609
286,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1972,15017.628
287,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1973,16726.842
288,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1974,22926.133
289,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1975,23438.917
290,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1976,24684.243
291,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1977,30235.631
292,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1978,33938.841
293,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1979,36770.386
294,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1980,37571.520
295,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1981,42933.874
296,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1982,50844.168
297,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1983,54734.403
298,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1984,62332.306
299,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1985,64892.143
300,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1986,64606.753
301,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1987,61422.729
302,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1988,59977.601
303,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1989,62066.317
304,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1990,67279.209
305,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1991,62391.906
306,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1992,62565.155
307,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1993,69485.236
308,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1994,61407.258
309,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1995,62215.998
310,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1996,65007.391
311,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1997,68030.783
312,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1998,68694.832
313,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,1999,62234.674
314,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,2000,61820.027
315,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,2001,66451.392
316,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,2002,71164.136
317,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,2003,64912.253
318,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,2004,63985.528
319,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,2005,64667.757
320,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,2006,61199.149
321,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,2007,64180.770
322,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,2008,62626.826
323,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,2009,69218.920
324,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,2010,68440.061
325,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,2011,71789.254
326,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,2012,82513.233
327,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,2013,88163.390
328,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,2014,88188.151
329,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,2015,83984.089
330,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,2016,76006.833
331,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,2017,80936.790
332,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,2018,86031.482
333,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,2019,80793.798
334,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,2020,87818.697
335,Output,"A Agriculture, forestry and fishing- (Use)",Constant prices of the previous year,2021,88281.599
336,Output,01000 Agriculture and horticulture- (Use),Current prices,1966,11558.812
337,Output,01000 Agriculture and horticulture- (Use),Current prices,1967,11357.455
338,Output,01000 Agriculture and horticulture- (Use),Current prices,1968,11389.818
339,Output,01000 Agriculture and horticulture- (Use),Current prices,1969,12384.718
340,Output,01000 Agriculture and horticulture- (Use),Current prices,1970,12499.767
341,Output,01000 Agriculture and horticulture- (Use),Current prices,1971,13245.036
342,Output,01000 Agriculture and horticulture- (Use),Current prices,1972,15069.030
343,Output,01000 Agriculture and horticulture- (Use),Current prices,1973,19669.788
344,Output,01000 Agriculture and horticulture- (Use),Current prices,1974,21226.926
345,Output,01000 Agriculture and horticulture- (Use),Current prices,1975,22093.840
346,Output,01000 Agriculture and horticulture- (Use),Current prices,1976,25587.387
347,Output,01000 Agriculture and horticulture- (Use),Current prices,1977,28745.879
348,Output,01000 Agriculture and horticulture- (Use),Current prices,1978,32019.399
349,Output,01000 Agriculture and horticulture- (Use),Current prices,1979,33642.466
350,Output,01000 Agriculture and horticulture- (Use),Current prices,1980,37248.492
351,Output,01000 Agriculture and horticulture- (Use),Current prices,1981,42726.606
352,Output,01000 Agriculture and horticulture- (Use),Current prices,1982,50280.756
353,Output,01000 Agriculture and horticulture- (Use),Current prices,1983,51057.773
354,Output,01000 Agriculture and horticulture- (Use),Current prices,1984,58279.371
355,Output,01000 Agriculture and horticulture- (Use),Current prices,1985,57855.178
356,Output,01000 Agriculture and horticulture- (Use),Current prices,1986,56084.705
357,Output,01000 Agriculture and horticulture- (Use),Current prices,1987,54318.471
358,Output,01000 Agriculture and horticulture- (Use),Current prices,1988,52312.671
359,Output,01000 Agriculture and horticulture- (Use),Current prices,1989,57228.266
360,Output,01000 Agriculture and horticulture- (Use),Current prices,1990,56419.973
361,Output,01000 Agriculture and horticulture- (Use),Current prices,1991,54306.063
362,Output,01000 Agriculture and horticulture- (Use),Current prices,1992,54523.212
363,Output,01000 Agriculture and horticulture- (Use),Current prices,1993,55728.664
364,Output,01000 Agriculture and horticulture- (Use),Current prices,1994,55147.064
365,Output,01000 Agriculture and horticulture- (Use),Current prices,1995,58275.627
366,Output,01000 Agriculture and horticulture- (Use),Current prices,1996,59527.836
367,Output,01000 Agriculture and horticulture- (Use),Current prices,1997,61114.082
368,Output,01000 Agriculture and horticulture- (Use),Current prices,1998,55009.011
369,Output,01000 Agriculture and horticulture- (Use),Current prices,1999,53791.911
370,Output,01000 Agriculture and horticulture- (Use),Current prices,2000,59756.001
371,Output,01000 Agriculture and horticulture- (Use),Current prices,2001,63043.538
372,Output,01000 Agriculture and horticulture- (Use),Current prices,2002,58246.661
373,Output,01000 Agriculture and horticulture- (Use),Current prices,2003,56424.340
374,Output,01000 Agriculture and horticulture- (Use),Current prices,2004,58797.782
375,Output,01000 Agriculture and horticulture- (Use),Current prices,2005,53297.892
376,Output,01000 Agriculture and horticulture- (Use),Current prices,2006,55302.077
377,Output,01000 Agriculture and horticulture- (Use),Current prices,2007,60373.719
378,Output,01000 Agriculture and horticulture- (Use),Current prices,2008,61138.869
379,Output,01000 Agriculture and horticulture- (Use),Current prices,2009,58467.332
380,Output,01000 Agriculture and horticulture- (Use),Current prices,2010,65318.852
381,Output,01000 Agriculture and horticulture- (Use),Current prices,2011,71951.568
382,Output,01000 Agriculture and horticulture- (Use),Current prices,2012,79895.743
383,Output,01000 Agriculture and horticulture- (Use),Current prices,2013,74902.379
384,Output,01000 Agriculture and horticulture- (Use),Current prices,2014,75434.427
385,Output,01000 Agriculture and horticulture- (Use),Current prices,2015,68758.592
386,Output,01000 Agriculture and horticulture- (Use),Current prices,2016,67852.489
387,Output,01000 Agriculture and horticulture- (Use),Current prices,2017,77164.474
