,TILGANG1,ANVENDELSE,PRISENHED,TID,INDHOLD
4903,Output,"35000 Electricity, gas, steam and air conditioning supply- (Use)",Constant prices of the previous year,1997,35814.995
4904,Output,"35000 Electricity, gas, steam and air conditioning supply- (Use)",Constant prices of the previous year,1998,35959.998
4905,Output,"35000 Electricity, gas, steam and air conditioning supply- (Use)",Constant prices of the previous year,1999,35369.413
4906,Output,"35000 Electricity, gas, steam and air conditioning supply- (Use)",Constant prices of the previous year,2000,32890.715
4907,Output,"35000 Electricity, gas, steam and air conditioning supply- (Use)",Constant prices of the previous year,2001,37701.892
4908,Output,"35000 Electricity, gas, steam and air conditioning supply- (Use)",Constant prices of the previous year,2002,38519.146
4909,Output,"35000 Electricity, gas, steam and air conditioning supply- (Use)",Constant prices of the previous year,2003,41570.129
4910,Output,"35000 Electricity, gas, steam and air conditioning supply- (Use)",Constant prices of the previous year,2004,44040.604
4911,Output,"35000 Electricity, gas, steam and air conditioning supply- (Use)",Constant prices of the previous year,2005,44999.845
4912,Output,"35000 Electricity, gas, steam and air conditioning supply- (Use)",Constant prices of the previous year,2006,52271.661
4913,Output,"35000 Electricity, gas, steam and air conditioning supply- (Use)",Constant prices of the previous year,2007,52828.775
4914,Output,"35000 Electricity, gas, steam and air conditioning supply- (Use)",Constant prices of the previous year,2008,53406.069
4915,Output,"35000 Electricity, gas, steam and air conditioning supply- (Use)",Constant prices of the previous year,2009,57745.353
4916,Output,"35000 Electricity, gas, steam and air conditioning supply- (Use)",Constant prices of the previous year,2010,56569.588
4917,Output,"35000 Electricity, gas, steam and air conditioning supply- (Use)",Constant prices of the previous year,2011,57616.013
4918,Output,"35000 Electricity, gas, steam and air conditioning supply- (Use)",Constant prices of the previous year,2012,57185.146
4919,Output,"35000 Electricity, gas, steam and air conditioning supply- (Use)",Constant prices of the previous year,2013,57179.393
4920,Output,"35000 Electricity, gas, steam and air conditioning supply- (Use)",Constant prices of the previous year,2014,51677.196
4921,Output,"35000 Electricity, gas, steam and air conditioning supply- (Use)",Constant prices of the previous year,2015,51999.193
4922,Output,"35000 Electricity, gas, steam and air conditioning supply- (Use)",Constant prices of the previous year,2016,53175.168
4923,Output,"35000 Electricity, gas, steam and air conditioning supply- (Use)",Constant prices of the previous year,2017,50517.845
4924,Output,"35000 Electricity, gas, steam and air conditioning supply- (Use)",Constant prices of the previous year,2018,49595.391
4925,Output,"35000 Electricity, gas, steam and air conditioning supply- (Use)",Constant prices of the previous year,2019,46969.775
4926,Output,"35000 Electricity, gas, steam and air conditioning supply- (Use)",Constant prices of the previous year,2020,45108.246
4927,Output,"35000 Electricity, gas, steam and air conditioning supply- (Use)",Constant prices of the previous year,2021,49741.899
4928,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1966,510.270
4929,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1967,583.048
4930,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1968,636.168
4931,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1969,711.484
4932,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1970,813.659
4933,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1971,930.170
4934,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1972,1082.886
4935,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1973,1266.404
4936,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1974,1471.712
4937,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1975,1759.635
4938,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1976,1979.820
4939,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1977,2194.486
4940,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1978,2454.239
4941,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1979,2744.512
4942,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1980,2991.401
4943,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1981,3302.801
4944,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1982,3732.558
4945,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1983,4263.889
4946,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1984,4678.185
4947,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1985,5155.867
4948,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1986,7289.069
4949,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1987,8201.859
4950,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1988,8656.779
4951,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1989,9821.530
4952,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1990,11242.513
4953,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1991,11855.024
4954,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1992,12042.894
4955,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1993,12791.178
4956,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1994,12900.192
4957,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1995,14548.563
4958,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1996,14995.517
4959,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1997,16371.375
4960,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1998,17563.026
4961,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,1999,18997.740
4962,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,2000,19819.232
4963,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,2001,21046.822
4964,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,2002,21484.434
4965,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,2003,21854.403
4966,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,2004,23098.287
4967,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,2005,25061.405
4968,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,2006,26168.261
4969,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,2007,27275.029
4970,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,2008,30295.649
4971,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,2009,31421.584
4972,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,2010,33424.995
4973,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,2011,35583.845
4974,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,2012,35963.832
4975,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,2013,36893.672
4976,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,2014,37358.225
4977,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,2015,37257.957
4978,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,2016,37471.393
4979,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,2017,38852.228
4980,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,2018,41554.566
4981,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,2019,42883.588
4982,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,2020,43987.497
4983,Output,"E Water supply, sewerage and waste management- (Use)",Current prices,2021,46068.604
4984,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1966,0.000
4985,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1967,536.702
4986,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1968,606.957
4987,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1969,668.910
4988,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1970,778.929
4989,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1971,856.456
4990,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1972,909.509
4991,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1973,1125.307
4992,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1974,1304.759
4993,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1975,1522.570
4994,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1976,1783.462
4995,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1977,1961.872
4996,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1978,2247.045
4997,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1979,2544.215
4998,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1980,2797.450
4999,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1981,2997.396
5000,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1982,3363.726
5001,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1983,3866.290
5002,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1984,4442.726
5003,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1985,4854.967
5004,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1986,7109.936
5005,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1987,7688.924
5006,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1988,8201.607
5007,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1989,8791.354
5008,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1990,10443.102
5009,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1991,11291.529
5010,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1992,11891.893
5011,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1993,11538.111
5012,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1994,12512.247
5013,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1995,13703.935
5014,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1996,14821.567
5015,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1997,15103.969
5016,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1998,16743.471
5017,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,1999,17764.434
5018,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,2000,18886.240
5019,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,2001,19640.269
5020,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,2002,21018.573
5021,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,2003,21000.706
5022,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,2004,22095.626
5023,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,2005,24468.946
5024,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,2006,25459.996
5025,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,2007,25850.954
5026,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,2008,28948.857
5027,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,2009,30458.889
5028,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,2010,32411.138
5029,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,2011,34511.346
5030,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,2012,34899.066
5031,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,2013,36516.412
5032,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,2014,37231.452
5033,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,2015,37729.187
5034,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,2016,37442.955
5035,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,2017,38280.513
5036,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,2018,41328.953
5037,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,2019,41980.961
5038,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,2020,43871.250
5039,Output,"E Water supply, sewerage and waste management- (Use)",Constant prices of the previous year,2021,44533.112
5040,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1966,261.438
5041,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1967,296.007
5042,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1968,305.149
5043,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1969,323.399
5044,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1970,357.010
5045,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1971,389.336
5046,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1972,451.883
5047,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1973,510.969
5048,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1974,551.205
5049,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1975,638.127
5050,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1976,727.185
5051,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1977,836.715
5052,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1978,937.652
5053,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1979,996.383
5054,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1980,1031.408
5055,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1981,1099.865
5056,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1982,1284.579
5057,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1983,1480.161
5058,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1984,1541.182
5059,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1985,1663.231
5060,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1986,1761.067
5061,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1987,1789.590
5062,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1988,1789.251
5063,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1989,1860.239
5064,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1990,1869.938
5065,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1991,2001.652
5066,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1992,2036.070
5067,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1993,2122.271
5068,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1994,2155.616
5069,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1995,2362.495
5070,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1996,2566.087
5071,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1997,2737.058
5072,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1998,2857.076
5073,Output,"36000 Water collection, purification and supply- (Use)",Current prices,1999,2894.442
5074,Output,"36000 Water collection, purification and supply- (Use)",Current prices,2000,2940.903
5075,Output,"36000 Water collection, purification and supply- (Use)",Current prices,2001,3103.844
5076,Output,"36000 Water collection, purification and supply- (Use)",Current prices,2002,3039.848
5077,Output,"36000 Water collection, purification and supply- (Use)",Current prices,2003,3193.559
5078,Output,"36000 Water collection, purification and supply- (Use)",Current prices,2004,3350.929
5079,Output,"36000 Water collection, purification and supply- (Use)",Current prices,2005,3648.173
5080,Output,"36000 Water collection, purification and supply- (Use)",Current prices,2006,3479.334
5081,Output,"36000 Water collection, purification and supply- (Use)",Current prices,2007,3827.517
5082,Output,"36000 Water collection, purification and supply- (Use)",Current prices,2008,4131.795
5083,Output,"36000 Water collection, purification and supply- (Use)",Current prices,2009,3957.191
5084,Output,"36000 Water collection, purification and supply- (Use)",Current prices,2010,4513.764
5085,Output,"36000 Water collection, purification and supply- (Use)",Current prices,2011,4680.941
5086,Output,"36000 Water collection, purification and supply- (Use)",Current prices,2012,4610.658
5087,Output,"36000 Water collection, purification and supply- (Use)",Current prices,2013,4966.810
5088,Output,"36000 Water collection, purification and supply- (Use)",Current prices,2014,5190.217
5089,Output,"36000 Water collection, purification and supply- (Use)",Current prices,2015,5330.614
5090,Output,"36000 Water collection, purification and supply- (Use)",Current prices,2016,5330.284
5091,Output,"36000 Water collection, purification and supply- (Use)",Current prices,2017,5481.757
5092,Output,"36000 Water collection, purification and supply- (Use)",Current prices,2018,5591.498
5093,Output,"36000 Water collection, purification and supply- (Use)",Current prices,2019,5858.782
5094,Output,"36000 Water collection, purification and supply- (Use)",Current prices,2020,5673.767
5095,Output,"36000 Water collection, purification and supply- (Use)",Current prices,2021,5901.334
5096,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1966,0.000
5097,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1967,270.872
5098,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1968,302.654
5099,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1969,310.961
5100,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1970,339.669
5101,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1971,349.021
5102,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1972,398.266
5103,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1973,464.727
5104,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1974,537.027
5105,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1975,575.270
5106,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1976,637.880
5107,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1977,734.743
5108,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1978,846.855
5109,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1979,940.183
5110,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1980,1003.059
5111,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1981,1020.774
5112,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1982,1145.901
5113,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1983,1292.692
5114,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1984,1461.352
5115,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1985,1558.037
5116,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1986,1697.420
5117,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1987,1735.062
5118,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1988,1753.562
5119,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1989,1757.278
5120,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1990,1777.783
5121,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1991,1848.767
5122,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1992,2025.125
5123,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1993,1880.132
5124,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1994,2033.097
5125,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1995,2097.886
5126,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1996,2426.434
5127,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1997,2465.138
5128,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1998,2609.591
5129,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,1999,2806.148
5130,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,2000,2850.565
5131,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,2001,2869.078
5132,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,2002,2932.633
5133,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,2003,2967.781
5134,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,2004,3336.654
5135,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,2005,3347.833
5136,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,2006,3381.246
5137,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,2007,3778.753
5138,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,2008,3832.332
5139,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,2009,3815.433
5140,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,2010,4338.812
5141,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,2011,4393.242
5142,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,2012,4570.669
5143,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,2013,5170.665
5144,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,2014,5182.055
5145,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,2015,5071.240
5146,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,2016,5292.954
5147,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,2017,5583.649
5148,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,2018,5561.393
5149,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,2019,5841.414
5150,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,2020,5609.030
5151,Output,"36000 Water collection, purification and supply- (Use)",Constant prices of the previous year,2021,5736.172
5152,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1966,248.832
5153,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1967,287.040
5154,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1968,331.019
5155,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1969,388.085
5156,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1970,456.650
5157,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1971,540.834
5158,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1972,631.003
5159,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1973,755.435
5160,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1974,920.507
5161,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1975,1121.508
5162,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1976,1252.635
5163,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1977,1357.772
5164,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1978,1516.587
5165,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1979,1748.129
5166,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1980,1959.993
5167,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1981,2202.936
5168,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1982,2447.979
5169,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1983,2783.728
5170,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1984,3137.002
5171,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1985,3492.636
5172,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1986,5528.003
5173,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1987,6412.269
5174,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1988,6867.528
5175,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1989,7961.292
5176,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1990,9372.574
5177,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1991,9853.372
5178,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1992,10006.823
5179,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1993,10668.907
5180,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1994,10744.576
5181,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1995,12186.068
5182,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1996,12429.430
5183,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1997,13634.317
5184,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1998,14705.950
5185,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,1999,16103.298
5186,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,2000,16878.329
5187,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,2001,17942.978
5188,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,2002,18444.586
5189,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,2003,18660.844
5190,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,2004,19747.358
5191,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,2005,21413.232
5192,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,2006,22688.927
5193,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,2007,23447.512
5194,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,2008,26163.854
5195,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,2009,27464.393
5196,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,2010,28911.231
5197,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,2011,30902.904
5198,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,2012,31353.174
5199,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,2013,31926.862
5200,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,2014,32168.008
5201,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,2015,31927.343
5202,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,2016,32141.109
5203,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,2017,33370.471
5204,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,2018,35963.068
5205,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,2019,37024.806
5206,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,2020,38313.730
5207,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Current prices,2021,40167.270
5208,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Constant prices of the previous year,1966,0.000
5209,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Constant prices of the previous year,1967,265.830
5210,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Constant prices of the previous year,1968,304.303
5211,Output,"37390 Sewerage, waste collection, treatment and disposal activities etc.- (Use)",Constant prices of the previous year,1969,357.949
