,TILGANG1,ANVENDELSE,PRISENHED,TID,INDHOLD
8975,Compensation of Employees,M_N Other business services- (Use),Current prices,1981,11107.167
8976,Compensation of Employees,M_N Other business services- (Use),Current prices,1982,12631.969
8977,Compensation of Employees,M_N Other business services- (Use),Current prices,1983,14194.558
8978,Compensation of Employees,M_N Other business services- (Use),Current prices,1984,15609.144
8979,Compensation of Employees,M_N Other business services- (Use),Current prices,1985,17064.81
8980,Compensation of Employees,M_N Other business services- (Use),Current prices,1986,19480.559
8981,Compensation of Employees,M_N Other business services- (Use),Current prices,1987,22056.212
8982,Compensation of Employees,M_N Other business services- (Use),Current prices,1988,23171.555
8983,Compensation of Employees,M_N Other business services- (Use),Current prices,1989,26201.731
8984,Compensation of Employees,M_N Other business services- (Use),Current prices,1990,27735.443
8985,Compensation of Employees,M_N Other business services- (Use),Current prices,1991,29238.36
8986,Compensation of Employees,M_N Other business services- (Use),Current prices,1992,29139.962
8987,Compensation of Employees,M_N Other business services- (Use),Current prices,1993,29712.846
8988,Compensation of Employees,M_N Other business services- (Use),Current prices,1994,31299.589
8989,Compensation of Employees,M_N Other business services- (Use),Current prices,1995,32474.298
8990,Compensation of Employees,M_N Other business services- (Use),Current prices,1996,35452.053
8991,Compensation of Employees,M_N Other business services- (Use),Current prices,1997,38014.829
8992,Compensation of Employees,M_N Other business services- (Use),Current prices,1998,41909.555
8993,Compensation of Employees,M_N Other business services- (Use),Current prices,1999,45569.697
8994,Compensation of Employees,M_N Other business services- (Use),Current prices,2000,50273.441
8995,Compensation of Employees,M_N Other business services- (Use),Current prices,2001,54881.116
8996,Compensation of Employees,M_N Other business services- (Use),Current prices,2002,57717.235
8997,Compensation of Employees,M_N Other business services- (Use),Current prices,2003,61490.68
8998,Compensation of Employees,M_N Other business services- (Use),Current prices,2004,65220.143
8999,Compensation of Employees,M_N Other business services- (Use),Current prices,2005,71798.115
9000,Compensation of Employees,M_N Other business services- (Use),Current prices,2006,77360.408
9001,Compensation of Employees,M_N Other business services- (Use),Current prices,2007,86928.105
9002,Compensation of Employees,M_N Other business services- (Use),Current prices,2008,91718.037
9003,Compensation of Employees,M_N Other business services- (Use),Current prices,2009,88893.519
9004,Compensation of Employees,M_N Other business services- (Use),Current prices,2010,90801.841
9005,Compensation of Employees,M_N Other business services- (Use),Current prices,2011,94297.738
9006,Compensation of Employees,M_N Other business services- (Use),Current prices,2012,97663.6
9007,Compensation of Employees,M_N Other business services- (Use),Current prices,2013,103598.391
9008,Compensation of Employees,M_N Other business services- (Use),Current prices,2014,108222.43
9009,Compensation of Employees,M_N Other business services- (Use),Current prices,2015,113890.481
9010,Compensation of Employees,M_N Other business services- (Use),Current prices,2016,121631.582
9011,Compensation of Employees,M_N Other business services- (Use),Current prices,2017,127860.072
9012,Compensation of Employees,M_N Other business services- (Use),Current prices,2018,134391.982
9013,Compensation of Employees,M_N Other business services- (Use),Current prices,2019,138363.893
9014,Compensation of Employees,M_N Other business services- (Use),Current prices,2020,140067.341
9015,Compensation of Employees,M_N Other business services- (Use),Current prices,2021,151800.223
9016,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1966,0.0
9017,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1967,0.0
9018,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1968,0.0
9019,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1969,0.0
9020,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1970,0.0
9021,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1971,0.0
9022,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1972,0.0
9023,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1973,0.0
9024,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1974,0.0
9025,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1975,0.0
9026,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1976,0.0
9027,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1977,0.0
9028,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1978,0.0
9029,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1979,0.0
9030,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1980,0.0
9031,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1981,0.0
9032,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1982,0.0
9033,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1983,0.0
9034,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1984,0.0
9035,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1985,0.0
9036,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1986,0.0
9037,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1987,0.0
9038,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1988,0.0
9039,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1989,0.0
9040,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1990,0.0
9041,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1991,0.0
9042,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1992,0.0
9043,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1993,0.0
9044,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1994,0.0
9045,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1995,0.0
9046,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1996,0.0
9047,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1997,0.0
9048,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1998,0.0
9049,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,1999,0.0
9050,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,2000,0.0
9051,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,2001,0.0
9052,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,2002,0.0
9053,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,2003,0.0
9054,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,2004,0.0
9055,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,2005,0.0
9056,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,2006,0.0
9057,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,2007,0.0
9058,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,2008,0.0
9059,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,2009,0.0
9060,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,2010,0.0
9061,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,2011,0.0
9062,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,2012,0.0
9063,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,2013,0.0
9064,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,2014,0.0
9065,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,2015,0.0
9066,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,2016,0.0
9067,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,2017,0.0
9068,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,2018,0.0
9069,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,2019,0.0
9070,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,2020,0.0
9071,Compensation of Employees,M_N Other business services- (Use),Constant prices of the previous year,2021,0.0
9072,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1966,1075.939
9073,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1967,1212.743
9074,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1968,1379.012
9075,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1969,1572.672
9076,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1970,1825.101
9077,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1971,2043.147
9078,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1972,2345.935
9079,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1973,2638.204
9080,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1974,3085.387
9081,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1975,3437.418
9082,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1976,3894.807
9083,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1977,4580.856
9084,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1978,5385.248
9085,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1979,6220.936
9086,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1980,7103.759
9087,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1981,7939.455
9088,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1982,9028.066
9089,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1983,10068.288
9090,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1984,11044.605
9091,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1985,12257.602
9092,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1986,13674.494
9093,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1987,15533.851
9094,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1988,16245.897
9095,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1989,18224.715
9096,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1990,19681.455
9097,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1991,20566.305
9098,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1992,20524.405
9099,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1993,21261.552
9100,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1994,20877.813
9101,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1995,22144.326
9102,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1996,24079.937
9103,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1997,25889.513
9104,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1998,28169.871
9105,Compensation of Employees,M Knowledge-based services- (Use),Current prices,1999,30445.345
9106,Compensation of Employees,M Knowledge-based services- (Use),Current prices,2000,33419.661
9107,Compensation of Employees,M Knowledge-based services- (Use),Current prices,2001,36269.405
9108,Compensation of Employees,M Knowledge-based services- (Use),Current prices,2002,38174.32
9109,Compensation of Employees,M Knowledge-based services- (Use),Current prices,2003,40876.708
9110,Compensation of Employees,M Knowledge-based services- (Use),Current prices,2004,42358.119
9111,Compensation of Employees,M Knowledge-based services- (Use),Current prices,2005,46801.368
9112,Compensation of Employees,M Knowledge-based services- (Use),Current prices,2006,49626.912
9113,Compensation of Employees,M Knowledge-based services- (Use),Current prices,2007,54754.43
9114,Compensation of Employees,M Knowledge-based services- (Use),Current prices,2008,57785.755
9115,Compensation of Employees,M Knowledge-based services- (Use),Current prices,2009,57683.149
9116,Compensation of Employees,M Knowledge-based services- (Use),Current prices,2010,59484.94
9117,Compensation of Employees,M Knowledge-based services- (Use),Current prices,2011,60852.688
9118,Compensation of Employees,M Knowledge-based services- (Use),Current prices,2012,62649.587
9119,Compensation of Employees,M Knowledge-based services- (Use),Current prices,2013,65967.061
9120,Compensation of Employees,M Knowledge-based services- (Use),Current prices,2014,67980.367
9121,Compensation of Employees,M Knowledge-based services- (Use),Current prices,2015,71189.083
9122,Compensation of Employees,M Knowledge-based services- (Use),Current prices,2016,75546.051
9123,Compensation of Employees,M Knowledge-based services- (Use),Current prices,2017,79185.869
9124,Compensation of Employees,M Knowledge-based services- (Use),Current prices,2018,83081.374
9125,Compensation of Employees,M Knowledge-based services- (Use),Current prices,2019,85394.354
9126,Compensation of Employees,M Knowledge-based services- (Use),Current prices,2020,88148.36
9127,Compensation of Employees,M Knowledge-based services- (Use),Current prices,2021,96421.46
9128,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1966,0.0
9129,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1967,0.0
9130,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1968,0.0
9131,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1969,0.0
9132,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1970,0.0
9133,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1971,0.0
9134,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1972,0.0
9135,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1973,0.0
9136,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1974,0.0
9137,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1975,0.0
9138,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1976,0.0
9139,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1977,0.0
9140,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1978,0.0
9141,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1979,0.0
9142,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1980,0.0
9143,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1981,0.0
9144,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1982,0.0
9145,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1983,0.0
9146,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1984,0.0
9147,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1985,0.0
9148,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1986,0.0
9149,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1987,0.0
9150,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1988,0.0
9151,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1989,0.0
9152,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1990,0.0
9153,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1991,0.0
9154,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1992,0.0
9155,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1993,0.0
9156,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1994,0.0
9157,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1995,0.0
9158,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1996,0.0
9159,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1997,0.0
9160,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1998,0.0
9161,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,1999,0.0
9162,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,2000,0.0
9163,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,2001,0.0
9164,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,2002,0.0
9165,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,2003,0.0
9166,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,2004,0.0
9167,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,2005,0.0
9168,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,2006,0.0
9169,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,2007,0.0
9170,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,2008,0.0
9171,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,2009,0.0
9172,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,2010,0.0
9173,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,2011,0.0
9174,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,2012,0.0
9175,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,2013,0.0
9176,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,2014,0.0
9177,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,2015,0.0
9178,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,2016,0.0
9179,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,2017,0.0
9180,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,2018,0.0
9181,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,2019,0.0
9182,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,2020,0.0
9183,Compensation of Employees,M Knowledge-based services- (Use),Constant prices of the previous year,2021,0.0
9184,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1966,749.335
9185,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1967,843.297
9186,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1968,961.273
9187,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1969,1078.113
9188,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1970,1248.452
9189,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1971,1393.681
9190,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1972,1626.397
9191,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1973,1827.778
9192,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1974,2125.867
9193,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1975,2312.757
9194,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1976,2621.821
9195,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1977,3132.358
9196,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1978,3732.526
9197,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1979,4366.686
9198,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1980,5058.476
9199,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1981,5698.328
9200,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1982,6436.881
9201,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1983,7234.205
9202,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1984,7841.082
9203,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1985,8614.711
9204,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1986,9565.45
9205,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1987,11042.378
9206,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1988,11444.046
9207,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1989,13196.446
9208,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1990,14137.968
9209,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1991,14699.046
9210,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1992,14458.062
9211,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1993,14903.775
9212,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1994,15532.243
9213,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1995,16401.962
9214,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1996,17725.064
9215,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1997,19068.597
9216,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1998,20470.981
9217,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,1999,21606.096
9218,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,2000,23210.758
9219,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,2001,25544.507
9220,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,2002,27116.261
9221,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,2003,28074.941
9222,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,2004,29198.192
9223,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,2005,32398.717
9224,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,2006,34464.824
9225,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,2007,38176.453
9226,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,2008,41599.485
9227,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,2009,41118.075
9228,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,2010,42580.945
9229,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,2011,43890.368
9230,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,2012,45802.905
9231,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,2013,48545.944
9232,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,2014,49662.854
9233,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,2015,51987.782
9234,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,2016,56179.608
9235,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,2017,59057.802
9236,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,2018,61978.978
9237,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,2019,63742.224
9238,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,2020,65706.762
9239,Compensation of Employees,MA Consultancy etc.- (Use),Current prices,2021,72270.649
9240,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1966,0.0
9241,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1967,0.0
9242,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1968,0.0
9243,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1969,0.0
9244,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1970,0.0
9245,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1971,0.0
9246,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1972,0.0
9247,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1973,0.0
9248,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1974,0.0
9249,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1975,0.0
9250,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1976,0.0
9251,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1977,0.0
9252,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1978,0.0
9253,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1979,0.0
9254,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1980,0.0
9255,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1981,0.0
9256,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1982,0.0
9257,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1983,0.0
9258,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1984,0.0
9259,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1985,0.0
9260,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1986,0.0
9261,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1987,0.0
9262,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1988,0.0
9263,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1989,0.0
9264,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1990,0.0
9265,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1991,0.0
9266,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1992,0.0
9267,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1993,0.0
9268,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1994,0.0
9269,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1995,0.0
9270,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1996,0.0
9271,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1997,0.0
9272,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1998,0.0
9273,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,1999,0.0
9274,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,2000,0.0
9275,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,2001,0.0
9276,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,2002,0.0
9277,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,2003,0.0
9278,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,2004,0.0
9279,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,2005,0.0
9280,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,2006,0.0
9281,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,2007,0.0
9282,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,2008,0.0
9283,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,2009,0.0
9284,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,2010,0.0
9285,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,2011,0.0
9286,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,2012,0.0
9287,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,2013,0.0
9288,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,2014,0.0
9289,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,2015,0.0
9290,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,2016,0.0
9291,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,2017,0.0
9292,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,2018,0.0
9293,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,2019,0.0
9294,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,2020,0.0
9295,Compensation of Employees,MA Consultancy etc.- (Use),Constant prices of the previous year,2021,0.0
9296,Compensation of Employees,"69700 Legal and accounting activities, activities of head offices, management consultanc- (Use)",Current prices,1966,347.376
9297,Compensation of Employees,"69700 Legal and accounting activities, activities of head offices, management consultanc- (Use)",Current prices,1967,397.453
9298,Compensation of Employees,"69700 Legal and accounting activities, activities of head offices, management consultanc- (Use)",Current prices,1968,465.226
9299,Compensation of Employees,"69700 Legal and accounting activities, activities of head offices, management consultanc- (Use)",Current prices,1969,536.409
9300,Compensation of Employees,"69700 Legal and accounting activities, activities of head offices, management consultanc- (Use)",Current prices,1970,612.635
9301,Compensation of Employees,"69700 Legal and accounting activities, activities of head offices, management consultanc- (Use)",Current prices,1971,651.155
9302,Compensation of Employees,"69700 Legal and accounting activities, activities of head offices, management consultanc- (Use)",Current prices,1972,776.035
9303,Compensation of Employees,"69700 Legal and accounting activities, activities of head offices, management consultanc- (Use)",Current prices,1973,890.354
9304,Compensation of Employees,"69700 Legal and accounting activities, activities of head offices, management consultanc- (Use)",Current prices,1974,1056.735
9305,Compensation of Employees,"69700 Legal and accounting activities, activities of head offices, management consultanc- (Use)",Current prices,1975,1148.376
9306,Compensation of Employees,"69700 Legal and accounting activities, activities of head offices, management consultanc- (Use)",Current prices,1976,1342.548
9307,Compensation of Employees,"69700 Legal and accounting activities, activities of head offices, management consultanc- (Use)",Current prices,1977,1632.45
