,TILGANG1,ANVENDELSE,PRISENHED,TID,INDHOLD
1706,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,1992,2642.095
1707,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,1993,2365.527
1708,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,1994,2383.898
1709,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,1995,2547.592
1710,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,1996,2634.161
1711,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,1997,2824.625
1712,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,1998,2871.491
1713,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,1999,2863.09
1714,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,2000,2696.091
1715,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,2001,2690.027
1716,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,2002,2695.162
1717,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,2003,2642.146
1718,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,2004,2644.49
1719,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,2005,2640.644
1720,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,2006,2639.238
1721,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,2007,2736.141
1722,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,2008,2696.718
1723,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,2009,2426.127
1724,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,2010,2294.499
1725,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,2011,2119.007
1726,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,2012,2116.017
1727,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,2013,2060.096
1728,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,2014,2073.199
1729,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,2015,2075.372
1730,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,2016,2114.871
1731,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,2017,2164.095
1732,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,2018,2195.735
1733,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,2019,2198.342
1734,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,2020,2314.604
1735,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Current prices,2021,2395.714
1736,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1966,0.0
1737,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1967,0.0
1738,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1968,0.0
1739,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1969,0.0
1740,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1970,0.0
1741,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1971,0.0
1742,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1972,0.0
1743,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1973,0.0
1744,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1974,0.0
1745,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1975,0.0
1746,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1976,0.0
1747,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1977,0.0
1748,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1978,0.0
1749,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1979,0.0
1750,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1980,0.0
1751,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1981,0.0
1752,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1982,0.0
1753,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1983,0.0
1754,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1984,0.0
1755,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1985,0.0
1756,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1986,0.0
1757,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1987,0.0
1758,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1988,0.0
1759,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1989,0.0
1760,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1990,0.0
1761,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1991,0.0
1762,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1992,0.0
1763,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1993,0.0
1764,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1994,0.0
1765,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1995,0.0
1766,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1996,0.0
1767,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1997,0.0
1768,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1998,0.0
1769,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,1999,0.0
1770,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,2000,0.0
1771,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,2001,0.0
1772,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,2002,0.0
1773,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,2003,0.0
1774,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,2004,0.0
1775,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,2005,0.0
1776,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,2006,0.0
1777,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,2007,0.0
1778,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,2008,0.0
1779,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,2009,0.0
1780,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,2010,0.0
1781,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,2011,0.0
1782,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,2012,0.0
1783,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,2013,0.0
1784,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,2014,0.0
1785,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,2015,0.0
1786,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,2016,0.0
1787,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,2017,0.0
1788,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,2018,0.0
1789,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,2019,0.0
1790,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,2020,0.0
1791,Compensation of Employees,17000 Manufacture of paper and paper products- (Use),Constant prices of the previous year,2021,0.0
1792,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1966,439.066
1793,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1967,480.7
1794,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1968,535.451
1795,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1969,582.334
1796,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1970,674.41
1797,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1971,761.02
1798,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1972,839.46
1799,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1973,917.922
1800,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1974,1134.843
1801,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1975,1144.942
1802,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1976,1316.894
1803,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1977,1478.57
1804,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1978,1626.168
1805,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1979,1928.79
1806,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1980,2061.183
1807,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1981,2096.924
1808,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1982,2316.964
1809,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1983,2436.977
1810,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1984,2751.505
1811,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1985,3073.585
1812,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1986,3459.575
1813,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1987,3895.592
1814,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1988,4084.087
1815,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1989,4128.359
1816,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1990,4232.99
1817,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1991,4130.698
1818,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1992,4123.201
1819,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1993,4103.707
1820,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1994,4044.282
1821,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1995,3983.637
1822,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1996,4300.068
1823,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1997,4339.43
1824,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1998,4532.39
1825,Compensation of Employees,18000 Printing etc.- (Use),Current prices,1999,4602.285
1826,Compensation of Employees,18000 Printing etc.- (Use),Current prices,2000,4771.722
1827,Compensation of Employees,18000 Printing etc.- (Use),Current prices,2001,4739.899
1828,Compensation of Employees,18000 Printing etc.- (Use),Current prices,2002,4464.58
1829,Compensation of Employees,18000 Printing etc.- (Use),Current prices,2003,4358.733
1830,Compensation of Employees,18000 Printing etc.- (Use),Current prices,2004,4093.408
1831,Compensation of Employees,18000 Printing etc.- (Use),Current prices,2005,4005.281
1832,Compensation of Employees,18000 Printing etc.- (Use),Current prices,2006,4149.004
1833,Compensation of Employees,18000 Printing etc.- (Use),Current prices,2007,4190.143
1834,Compensation of Employees,18000 Printing etc.- (Use),Current prices,2008,4326.778
1835,Compensation of Employees,18000 Printing etc.- (Use),Current prices,2009,3795.146
1836,Compensation of Employees,18000 Printing etc.- (Use),Current prices,2010,3266.78
1837,Compensation of Employees,18000 Printing etc.- (Use),Current prices,2011,3110.835
1838,Compensation of Employees,18000 Printing etc.- (Use),Current prices,2012,2875.539
1839,Compensation of Employees,18000 Printing etc.- (Use),Current prices,2013,2697.56
1840,Compensation of Employees,18000 Printing etc.- (Use),Current prices,2014,2743.251
1841,Compensation of Employees,18000 Printing etc.- (Use),Current prices,2015,2629.182
1842,Compensation of Employees,18000 Printing etc.- (Use),Current prices,2016,2544.5
1843,Compensation of Employees,18000 Printing etc.- (Use),Current prices,2017,2510.514
1844,Compensation of Employees,18000 Printing etc.- (Use),Current prices,2018,2446.915
1845,Compensation of Employees,18000 Printing etc.- (Use),Current prices,2019,2340.578
1846,Compensation of Employees,18000 Printing etc.- (Use),Current prices,2020,2052.746
1847,Compensation of Employees,18000 Printing etc.- (Use),Current prices,2021,1779.187
1848,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1966,0.0
1849,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1967,0.0
1850,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1968,0.0
1851,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1969,0.0
1852,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1970,0.0
1853,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1971,0.0
1854,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1972,0.0
1855,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1973,0.0
1856,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1974,0.0
1857,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1975,0.0
1858,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1976,0.0
1859,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1977,0.0
1860,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1978,0.0
1861,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1979,0.0
1862,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1980,0.0
1863,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1981,0.0
1864,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1982,0.0
1865,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1983,0.0
1866,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1984,0.0
1867,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1985,0.0
1868,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1986,0.0
1869,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1987,0.0
1870,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1988,0.0
1871,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1989,0.0
1872,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1990,0.0
1873,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1991,0.0
1874,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1992,0.0
1875,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1993,0.0
1876,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1994,0.0
1877,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1995,0.0
1878,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1996,0.0
1879,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1997,0.0
1880,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1998,0.0
1881,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,1999,0.0
1882,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,2000,0.0
1883,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,2001,0.0
1884,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,2002,0.0
1885,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,2003,0.0
1886,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,2004,0.0
1887,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,2005,0.0
1888,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,2006,0.0
1889,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,2007,0.0
1890,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,2008,0.0
1891,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,2009,0.0
1892,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,2010,0.0
1893,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,2011,0.0
1894,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,2012,0.0
1895,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,2013,0.0
1896,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,2014,0.0
1897,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,2015,0.0
1898,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,2016,0.0
1899,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,2017,0.0
1900,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,2018,0.0
1901,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,2019,0.0
1902,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,2020,0.0
1903,Compensation of Employees,18000 Printing etc.- (Use),Constant prices of the previous year,2021,0.0
1904,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1966,39.236
1905,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1967,43.319
1906,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1968,47.978
1907,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1969,49.676
1908,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1970,51.913
1909,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1971,57.408
1910,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1972,59.914
1911,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1973,55.005
1912,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1974,63.061
1913,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1975,67.635
1914,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1976,71.113
1915,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1977,76.495
1916,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1978,84.748
1917,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1979,100.801
1918,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1980,127.531
1919,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1981,141.206
1920,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1982,154.293
1921,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1983,154.778
1922,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1984,172.186
1923,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1985,185.033
1924,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1986,191.494
1925,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1987,213.302
1926,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1988,329.574
1927,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1989,354.273
1928,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1990,380.748
1929,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1991,376.761
1930,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1992,412.664
1931,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1993,327.575
1932,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1994,333.104
1933,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1995,382.433
1934,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1996,382.529
1935,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1997,430.75
1936,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1998,374.097
1937,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,1999,363.483
1938,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,2000,339.938
1939,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,2001,373.465
1940,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,2002,408.234
1941,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,2003,403.937
1942,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,2004,406.161
1943,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,2005,430.821
1944,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,2006,503.667
1945,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,2007,555.079
1946,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,2008,569.866
1947,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,2009,406.255
1948,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,2010,419.47
1949,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,2011,464.707
1950,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,2012,483.349
1951,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,2013,578.994
1952,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,2014,532.813
1953,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,2015,491.381
1954,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,2016,588.074
1955,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,2017,500.948
1956,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,2018,507.996
1957,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,2019,520.363
1958,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,2020,527.187
1959,Compensation of Employees,CD Oil refinery etc.- (Use),Current prices,2021,535.804
1960,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1966,0.0
1961,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1967,0.0
1962,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1968,0.0
1963,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1969,0.0
1964,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1970,0.0
1965,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1971,0.0
1966,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1972,0.0
1967,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1973,0.0
1968,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1974,0.0
1969,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1975,0.0
1970,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1976,0.0
1971,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1977,0.0
1972,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1978,0.0
1973,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1979,0.0
1974,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1980,0.0
1975,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1981,0.0
1976,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1982,0.0
1977,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1983,0.0
1978,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1984,0.0
1979,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1985,0.0
1980,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1986,0.0
1981,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1987,0.0
1982,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1988,0.0
1983,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1989,0.0
1984,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1990,0.0
1985,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1991,0.0
1986,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1992,0.0
1987,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1993,0.0
1988,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1994,0.0
1989,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1995,0.0
1990,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1996,0.0
1991,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1997,0.0
1992,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1998,0.0
1993,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,1999,0.0
1994,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,2000,0.0
1995,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,2001,0.0
1996,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,2002,0.0
1997,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,2003,0.0
1998,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,2004,0.0
1999,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,2005,0.0
2000,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,2006,0.0
2001,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,2007,0.0
2002,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,2008,0.0
2003,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,2009,0.0
2004,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,2010,0.0
2005,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,2011,0.0
2006,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,2012,0.0
2007,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,2013,0.0
2008,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,2014,0.0
2009,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,2015,0.0
2010,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,2016,0.0
2011,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,2017,0.0
2012,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,2018,0.0
2013,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,2019,0.0
2014,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,2020,0.0
2015,Compensation of Employees,CD Oil refinery etc.- (Use),Constant prices of the previous year,2021,0.0
2016,Compensation of Employees,19000 Oil refinery etc.- (Use),Current prices,1966,39.236
2017,Compensation of Employees,19000 Oil refinery etc.- (Use),Current prices,1967,43.319
2018,Compensation of Employees,19000 Oil refinery etc.- (Use),Current prices,1968,47.978
2019,Compensation of Employees,19000 Oil refinery etc.- (Use),Current prices,1969,49.676
2020,Compensation of Employees,19000 Oil refinery etc.- (Use),Current prices,1970,51.913
2021,Compensation of Employees,19000 Oil refinery etc.- (Use),Current prices,1971,57.408
2022,Compensation of Employees,19000 Oil refinery etc.- (Use),Current prices,1972,59.914
2023,Compensation of Employees,19000 Oil refinery etc.- (Use),Current prices,1973,55.005
