sector,year,V,D,P,Q
byg,2011,130320.015,125542.832,1.0380522163145085,125542.832
byg,2012,131082.298,126310.172,1.0772708785362026,121679.97911362353
byg,2013,129217.819,127851.066,1.088787115757502,118680.51810118939
byg,2014,133449.473,132879.284,1.0934591339838091,122043.40231152707
byg,2015,151758.722,150608.287,1.1018116203168133,137735.633933833
byg,2016,164408.774,163631.142,1.1070478116888092,148510.99678268933
byg,2017,176304.828,172554.316,1.1311097777906172,155868.89218160068
byg,2018,201386.455,198630.243,1.1468051638294081,175606.51220607603
ene,1993,19454.986,20459.418999999998,0.3796323105650565,51246.91829060228
ene,1994,19536.247000000003,21227.016,0.34939393216548453,55914.67166850222
ene,1995,19971.073,19603.202,0.35595061077439993,56106.30350247548
ene,1996,26138.415999999997,23487.777,0.3961202943929239,65986.05618037964
ene,1997,25053.508,23888.314,0.4154417496578233,60305.705963917215
ene,1998,22286.319,23944.149999999998,0.3866776377024197,57635.39658621572
ene,1999,23126.684,22418.929,0.39888486809563234,57978.343752201195
ene,2000,34941.034,22425.061,0.6215122330420864,56219.3825678632
ene,2001,34762.617,34933.03,0.6184803241532953,56206.50430163692
ene,2002,32563.084000000003,34927.202,0.5766172379840501,56472.616243395656
ene,2003,35335.447,33625.399,0.6059415934981706,58314.938897005566
ene,2004,37353.001000000004,37987.631,0.5958185954759527,62691.90200443748
ene,2005,48207.437,38579.331,0.7445149166748245,64750.12913818509
ene,2006,58666.212,50725.233,0.861067901626151,68131.9230332558
ene,2007,59746.199,56011.985,0.9184736838565611,65049.44022906879
ene,2008,74397.362,62049.927,1.1012425388566554,67557.65362754845
ene,2009,56772.8,70309.258,0.889223186084557,63845.388748783065
ene,2010,64088.682,56989.142,1.0,64088.682
ene,2011,73172.79,62445.725,1.171782215676093,62445.725
ene,2012,77765.35100000001,76477.033,1.1915218428728673,65265.56895717555
ene,2013,74915.14199999999,75929.35800000001,1.1756062530506648,63724.68826666864
ene,2014,61595.983,66358.924,1.0912265964047647,56446.55583261867
ene,2015,48710.952,61261.023,0.8676754607672135,56139.59850487064
ene,2016,43650.244,48573.392,0.7797323599575111,55981.05996572795
ene,2017,53289.016,46061.758,0.9020752140092778,59073.805789604514
ene,2018,60351.824,51934.824,1.0482732077931038,57572.60946033027
fre,1993,225723.791,234440.412,0.7711205457230768,292721.795900717
fre,1994,244088.21600000001,238494.48,0.7892066865719166,309283.00552070583
fre,1995,259991.766,251691.204,0.8152340523621998,318916.71507912973
fre,1996,263565.13300000003,263950.607,0.8140434829042547,323772.79412603535
fre,1997,264772.452,260042.958,0.8288487819892417,319446.02894214867
fre,1998,269866.527,274803.384,0.8139584707720223,331548.2751153598
fre,1999,272639.388,277833.24,0.7987422215164033,341335.89117449825
fre,2000,300517.684,289405.785,0.8294103814238701,362326.88995777164
fre,2001,318724.094,308243.327,0.8576116633127226,371641.510528034
fre,2002,313251.867,315851.793,0.8505522547205734,368292.3245002868
fre,2003,303224.978,305554.303,0.8440682595312567,359242.2467922113
fre,2004,314441.762,306996.852,0.8645375646238929,363710.9304056606
fre,2005,345853.761,339627.848,0.8803858988941151,392843.36724888434
fre,2006,368634.564,357646.771,0.907433530248705,406238.6408610738
fre,2007,396445.174,380146.746,0.9463388746010262,418925.1700847016
fre,2008,423524.41000000003,402966.94,0.994616614269805,425816.74579298
fre,2009,351655.663,363747.31,0.9615536811031359,365716.1008385569
fre,2010,349714.33900000004,336269.11,1.0,349714.33900000004
fre,2011,382933.794,364539.8,1.050458122816768,364539.8
fre,2012,395401.676,386023.469,1.0759783683762603,367481.06432352687
fre,2013,385243.787,383484.685,1.0809140431862398,356405.57121860154
fre,2014,399571.843,405904.94,1.064049174569069,375520.0911290808
fre,2015,415894.457,423359.224,1.0452876153200363,397875.61902057484
fre,2016,419523.28099999996,422866.642,1.0370231330938786,404545.73057438416
fre,2017,436558.507,422070.086,1.0726210781683445,407001.6111798649
fre,2018,441557.23,439643.385,1.0772903864245054,409877.6296199163
lan,1993,36810.0,37446.55,0.7073957167433671,52035.93848357175
lan,1994,35917.331999999995,35581.356,0.7140752818315713,50299.08318332156
lan,1995,35419.592000000004,35021.549,0.7221912183198772,49044.61741088598
lan,1996,35706.602,34643.421,0.7443547333400752,47969.87296604808
lan,1997,37669.905999999995,36623.641,0.7656194761076783,49201.86486309031
lan,1998,36451.774999999994,38013.828,0.7341588665759986,49651.07234896629
lan,1999,36654.072,37109.42,0.7251504322868707,50546.85258120289
lan,2000,38661.735,36015.929000000004,0.7784215103325652,49666.83793653458
lan,2001,38517.491,36660.871,0.8178431854071604,47096.42592525143
lan,2002,40750.42,40620.521,0.8204585386652145,49667.86020204743
lan,2003,39925.822,39760.506,0.8238698363931151,48461.32269484997
lan,2004,40849.22900000001,40251.100999999995,0.8361124733709745,48856.14113051944
lan,2005,41874.886,41739.539,0.8388236991689726,49920.96198698926
lan,2006,42956.85,42235.359,0.8531530138443165,50350.698295533155
lan,2007,46985.941000000006,43321.325000000004,0.9253225096984279,50777.90771059185
lan,2008,52797.223,47238.239,1.0342142282540963,51050.56723995121
lan,2009,51064.502,54294.047000000006,0.9726965928163313,52497.87279726003
lan,2010,51143.030999999995,49746.652,1.0,51143.031
lan,2011,56064.522000000004,52359.611999999994,1.0707589277017564,52359.611999999994
lan,2012,57555.133,55505.311,1.1103022644952296,51837.355322485964
lan,2013,59323.640999999996,58258.008,1.1306114850408555,52470.403657589144
lan,2014,57366.211,58765.08,1.1036979275766672,51976.36922808765
lan,2015,59058.82399999999,60024.42,1.085943048744413,54384.82622848857
lan,2016,57274.700000000004,59488.401,1.0455325960756896,54780.40590506247
lan,2017,58522.794,57832.81,1.0580064973571714,55314.21040058447
lan,2018,59434.105,57813.077000000005,1.0876720720920692,54643.40450121352
off,1993,66904.727,66280.485,0.7341723554613158,91129.45550498227
off,1994,70384.663,69254.478,0.7461535385922758,94329.99960409036
off,1995,74692.343,73793.789,0.7552391168747006,98898.93323996349
off,1996,80008.134,78909.032,0.7657586328641403,104482.18350571951
off,1997,82352.008,80222.97,0.7860811069410264,104762.73666017297
off,1998,87409.82699999999,85714.867,0.8016253885767984,109040.74177988168
off,1999,93897.709,92552.161,0.8132796322669998,115455.62593060656
off,2000,100760.198,97890.747,0.8371191280886854,120365.42305520625
off,2001,108794.74,106209.63900000001,0.8574942796805404,126875.17873650599
off,2002,114569.789,111073.95,0.8844822633183252,129533.16731323343
off,2003,116064.483,116109.594,0.884138623503509,131274.07842458016
off,2004,122672.456,121092.416,0.8956750552374377,136960.89366637584
off,2005,131264.303,129012.991,0.9113048300711729,144039.95092371918
off,2006,139268.287,136828.744,0.9275526392235125,150145.96596543188
off,2007,142104.426,139309.016,0.9461651454177403,150189.8761418226
off,2008,155674.531,150978.309,0.975595873586407,159568.6648691141
off,2009,166390.218,164514.73,0.9867177856107031,168629.99778302072
off,2010,167564.755,165339.124,1.0,167564.755
off,2011,164455.035,161547.17,1.018000098670871,161547.17000000004
off,2012,174257.986,172537.039,1.0281540008472458,169486.26942695695
off,2013,174615.071,173432.076,1.035167127082512,168682.9753685577
off,2014,179618.76799999998,177211.892,1.0492266740239995,171191.57608824904
off,2015,183567.087,184195.114,1.0456492573048606,175553.21319994086
off,2016,189679.865,190223.839,1.0426590642140086,181919.35553064707
off,2017,195220.785,192322.88700000002,1.058369724884715,184454.2416604602
off,2018,200257.172,199225.144,1.0638523018752646,188237.7578607523
soe,1993,28243.324,28881.012,0.6247888762482071,45204.58841968867
soe,1994,32029.082,32139.894,0.6226347277325083,51441.20713703604
soe,1995,32012.196,31719.909,0.6283720719558084,50944.6511528783
soe,1996,35188.359,33403.995,0.6619382518035587,53159.579317441734
soe,1997,40705.319,37033.306,0.7275723020236482,55946.76829613143
soe,1998,43880.578,45530.128,0.7012124619897457,62578.14910403246
soe,1999,45816.666,43493.505,0.7386670070858138,62026.14379753569
soe,2000,76477.812,61466.892,0.9190579621060316,83213.26309469127
soe,2001,82081.407,77369.752,0.9750266569836719,84183.75683586522
soe,2002,74294.342,82469.926,0.8783682419341763,84582.22696713518
soe,2003,76116.59,81291.4,0.8224534863506411,92548.20030946868
soe,2004,80385.73,77724.259,0.850616329341156,94502.92361805783
soe,2005,98336.38,90026.434,0.929132998828956,105836.71027069262
soe,2006,128300.608,115489.406,1.0322014182202854,124298.03499128592
soe,2007,152853.59,153941.603,1.0249061287094823,149139.1120789439
soe,2008,162847.971,160461.26,1.0401506477376785,156561.9089448181
soe,2009,122784.248,153583.241,0.831562833663497,147654.80494007538
soe,2010,144208.725,119918.616,1.0,144208.725
soe,2011,167513.642,170488.151,0.9825529869228271,170488.15100000004
soe,2012,176659.741,166583.841,1.0419831548281024,169541.83969427398
soe,2013,167206.794,163230.079,1.0673686111541527,156653.28008774607
soe,2014,165680.681,179287.693,0.9863608338919517,167971.67457091983
soe,2015,167858.183,155677.787,1.0635347569494151,157830.46290040886
soe,2016,156816.595,182003.09,0.9163575148584557,171130.36392157763
soe,2017,179148.502,166017.19,0.9888378190435285,181170.76283882902
soe,2018,200346.39,180923.586,1.094993149985675,182965.88430952374
tje,1993,229135.6,227736.294,0.7594180937283567,301725.23132160405
tje,1994,248768.878,242214.082,0.7799694615183528,318946.9463531636
tje,1995,269641.866,263983.199,0.7966886598219601,338453.2498055867
tje,1996,277745.739,274813.444,0.8051894308895963,344944.59110465297
tje,1997,300173.251,293676.75800000003,0.8230012166675099,364730.02095362527
tje,1998,321605.115,317821.935,0.832797776942282,386174.3197500024
tje,1999,362494.071,357435.139,0.8445847191413312,429197.9984773332
tje,2000,386617.268,375134.612,0.8704369745252106,444164.5740185665
tje,2001,418423.179,409591.358,0.8892057873935432,470558.3172445267
tje,2002,440400.016,436533.671,0.8970814143576317,490925.3596735753
tje,2003,437444.843,433883.696,0.904444306342159,483661.44817601505
tje,2004,457105.31200000003,453065.304,0.9125092854984017,500932.2307885717
tje,2005,518252.613,510611.399,0.9261648340058106,559568.44178425
tje,2006,564955.075,558924.971,0.9361569985358824,603483.257491607
tje,2007,616375.59,606076.569,0.9520650555048659,647409.109741083
tje,2008,647933.471,629876.77,0.9793579401746715,661590.0524423574
tje,2009,590106.656,588034.327,0.9828093574944023,600428.4060791117
tje,2010,606521.8910000001,596095.39,1.0,606521.8910000001
tje,2011,637273.674,625293.994,1.0191584760367938,625293.994
tje,2012,657050.226,646544.955,1.0357180917292763,634390.9904122294
tje,2013,664630.811,665203.323,1.034826693542241,642262.9172088227
tje,2014,677824.787,673331.277,1.0417326613095739,650670.5723788087
tje,2015,696664.9,698888.97,1.0384175619740688,670890.9070023962
tje,2016,722925.762,726302.285,1.0335900392551924,699431.8197192982
tje,2017,751900.162,738068.031,1.0529605474235282,714081.988959427
tje,2018,774428.534,762480.772,1.0694600087581492,724130.4281206942
udv,1993,3223.144,3175.739,0.6527516776628195,4937.779725883635
udv,1994,3304.484,3361.935,0.6415970192195698,5150.404227281995
udv,1995,3203.255,3283.182,0.6259777434818365,5117.202701461456
udv,1996,2988.33,2856.251,0.6549242591701767,4562.863503920851
udv,1997,3446.292,3303.269,0.6832807848782847,5043.7420110005005
udv,1998,2912.46,3145.978,0.6325625782273777,4604.224309571949
udv,1999,3431.365,3323.071,0.6531768629798116,5253.347438465616
udv,2000,3731.516,3220.697,0.7567740507843409,4930.819174009147
udv,2001,4543.584,4641.733,0.740772135915383,6133.578437565589
udv,2002,4270.747,4196.261,0.7539212592220109,5664.712259748564
udv,2003,4861.602,4865.096,0.7533798103215738,6453.055860263719
udv,2004,4641.576,4455.542,0.7848359742705083,5914.071413857228
udv,2005,4618.16,3989.53,0.9085025311094516,5083.26596994767
udv,2006,5776.896,5596.624,0.9377661672386901,6160.273426168086
udv,2007,6892.349,6807.473,0.949458294583235,7259.243549002222
udv,2008,9205.083,8356.31,1.0458973406536056,8801.134339100176
udv,2009,8980.869,9369.481,1.0025173223424442,8958.318025882725
udv,2010,7261.287,7279.566,1.0,7261.287
udv,2011,7417.236,6935.483,1.0694620691882597,6935.483000000001
udv,2012,9138.534,8931.087,1.0943030205603488,8351.00865875388
udv,2013,8159.451,8064.018,1.1072534653834054,7369.090506458383
udv,2014,7383.273,7297.083,1.1203318661884114,6590.255283123689
udv,2015,6893.41,6823.068,1.1318818586744053,6090.220412290346
udv,2016,9150.824,9196.404,1.1262719294979164,8124.879756240902
udv,2017,9195.871,8932.417,1.1594903568187573,7930.959447761434
udv,2018,9193.274,8906.797,1.1967840460035863,7681.648189327927
