asset,sector,year,V,D,P,Q
B,byg,1997,710,672.9954620462047,0.8406240884713926,844.610581277867
B,byg,1998,79,80.58637873754152,0.8240760290957576,95.86494111069479
B,byg,1999,963,921.8235294117646,0.8608862658622072,1118.6146628039448
B,byg,2000,831,817.579267365861,0.8750178918264561,949.6948665420133
B,byg,2001,639,681.1485148514851,0.8208730118115538,778.4395281674749
B,byg,2002,640,628.7572470090204,0.8355509698830675,765.9616505376875
B,byg,2003,1083,1064.3092848656438,0.8502243786190354,1273.781400809804
B,byg,2004,719,706.9790134606287,0.8646810111586574,831.5205153361153
B,byg,2005,1243,1194.8846834581348,0.8994997690987382,1381.8791762953256
B,byg,2006,1992,1925.4023492286117,0.9306125240589584,2140.525673683925
B,byg,2007,1793,1679.8381214861477,0.9933030059834084,1805.0886680090741
B,byg,2008,839,799.7228661401743,1.042087524697594,805.1147145662948
B,byg,2009,754,813.1109045848823,0.9663306557463116,780.2712203284854
B,byg,2010,907,876.4619047619046,1.0,907.0
B,byg,2011,1402,1348.0,1.040059347181009,1348.0
B,byg,2012,1057,1038.1393823131284,1.0589548462373404,998.1539852768167
B,byg,2013,1903,1908.609273649384,1.0558426495206552,1802.3518948244305
B,byg,2014,1490,1489.061358235816,1.0565082083989146,1410.3061274441216
B,byg,2015,1067,1076.096302084116,1.0475774855636701,1018.5404084222744
B,byg,2016,1597,1553.5263120927148,1.07689276417311,1482.9703134148676
B,byg,2017,1120,1084.009101167697,1.1126473888223338,1006.6082132142947
B,byg,2018,2442,2384.421426867096,1.1395153947572645,2143.016242900506
B,ene,1993,7654,0.0,0.5378187765769434,14231.55965047452
B,ene,1994,7350,7199.373432450981,0.5490711163866897,13386.24411418443
B,ene,1995,7197,6952.794332802945,0.5683563522066579,12662.8302332814
B,ene,1996,6490,6284.939725576254,0.5869002547169228,11058.097092035334
B,ene,1997,8025,7782.9910325802575,0.6051496814511764,13261.181895949587
B,ene,1998,7846,7661.478856734996,0.619724271181939,12660.469122882825
B,ene,1999,6170,6040.371751999663,0.6330237459187391,9746.869749799305
B,ene,2000,6607,6335.361209696083,0.6601656560456393,10008.094088952786
B,ene,2001,5420,5243.010284566547,0.6824510465485716,7941.96159184034
B,ene,2002,6449,6677.159756488198,0.6591315708621713,9784.086038489162
B,ene,2003,7552,7360.066020413569,0.676320240789282,11166.307829537433
B,ene,2004,5732,5340.672285463001,0.7258763341005265,7896.661911567674
B,ene,2005,5275,5074.227719134641,0.7545971277444512,6990.485129154123
B,ene,2006,6724,6461.287522786198,0.7852786413017799,8562.565752270333
B,ene,2007,6264,5890.232039817829,0.8351089355838829,7500.817837160849
B,ene,2008,6591,5444.328417430898,1.010997605657068,6519.303273439876
B,ene,2009,7283,7677.3781218480935,0.959063816467071,7593.863802336515
B,ene,2010,8284,7944.884655613215,1.0,8284.0
B,ene,2011,7142,6848.0,1.0429322429906542,6848.0
B,ene,2012,9185,9138.412016519002,1.0482491525390987,8762.229836057424
B,ene,2013,9849,9839.983597162689,1.0492096659931949,9387.06563542456
B,ene,2014,7967,7995.391521299006,1.0454839374282068,7620.394455411796
B,ene,2015,11667,11758.372083310394,1.0373596796862734,11246.822320613452
B,ene,2016,13993,13670.440002173349,1.0618366340470593,13178.110032489092
B,ene,2017,15616,15246.106074576866,1.0875984199617394,14358.240793094708
B,ene,2018,15555,14987.451607314859,1.1287838563727515,13780.317562287468
B,fre,1993,3388,0.0,0.6136987424671877,5520.623989515742
B,fre,1994,3838,3605.305450621893,0.6533082441552291,5874.715395582966
B,fre,1995,4737,4479.2391810215,0.6909033046673705,6856.241630340137
B,fre,1996,5470,5365.72589691253,0.7043298798966071,7766.2472601658965
B,fre,1997,5272,4920.167720008362,0.7546952336024433,6985.601293431743
B,fre,1998,6422,6236.087687664949,0.7771944579582524,8263.054290004939
B,fre,1999,6200,6205.221352869259,0.77654049151898,7984.129697953375
B,fre,2000,6550,6411.969535942681,0.7932570781781684,8257.09619262779
B,fre,2001,7536,7159.76389803382,0.8349416861067616,9025.780033979994
B,fre,2002,8788,8628.569913363557,0.8503689036745553,10334.338381878619
B,fre,2003,7009,6673.095839363754,0.8931739914023529,7847.295227434156
B,fre,2004,7767,7762.8388980367245,0.8936527580105469,8691.295282622888
B,fre,2005,6004,5716.252689266684,0.9386378543359395,6396.503158555933
B,fre,2006,7004,6810.517087230304,0.9653040213489161,7255.7451798580605
B,fre,2007,9880,9273.385250873554,1.0284489938589454,9606.699076954972
B,fre,2008,11743,11333.689601895368,1.065590902795318,11020.176663666234
B,fre,2009,6107,6719.235900953778,0.9684975701548559,6305.6430787157615
B,fre,2010,4429,4289.475738215857,1.0,4429.0
B,fre,2011,7746,7492.0,1.0339028296849972,7492.000000000001
B,fre,2012,9867,9709.566892446504,1.0506667633587319,9391.179338782495
B,fre,2013,8557,8542.81269798004,1.0524116367653125,8130.848900816753
B,fre,2014,9374,9345.247389711105,1.0556496015182548,8879.840419129738
B,fre,2015,10297,10149.993542425476,1.0709390012317124,9614.92670278809
B,fre,2016,11573,11197.25303853071,1.1068765721919358,10455.54697854171
B,fre,2017,11446,11102.614892588215,1.1411103931711226,10030.58079962956
B,fre,2018,11707,11516.90826403241,1.1599449319723032,10092.720505355452
B,lan,1993,1885,0.0,0.5581137422932466,3377.4477443516794
B,lan,1994,2451,2376.1797897204924,0.5756874072738647,4257.51887053874
B,lan,1995,2618,2481.5529289002607,0.6073413203041753,4310.590951870069
B,lan,1996,2566,2515.4314194069148,0.619550911178473,4141.709670185307
B,lan,1997,3205,2998.115612547863,0.6623029018682669,4839.1755357845
B,lan,1998,3845,3649.1699399028266,0.697844907094488,5509.820249328535
B,lan,1999,3614,3533.0321319085515,0.713837689576031,5062.775547963095
B,lan,2000,4206,4095.9874619170378,0.7330103791263994,5737.981507182346
B,lan,2001,4919,4622.69093570126,0.7799954842483492,6306.446767112051
B,lan,2002,4443,4466.63974667662,0.7758673484007563,5726.494366798732
B,lan,2003,4532,4376.495791923228,0.8034352116689772,5640.7784152074555
B,lan,2004,4392,4206.106225115071,0.838943968789949,5235.152958230097
B,lan,2005,5004,4563.865479329417,0.9198508673927307,5440.0122643614795
B,lan,2006,5908,5538.557422159378,0.9812083743707858,6021.147142969088
B,lan,2007,7568,7209.277717908507,1.0300317546086173,7347.346298926119
B,lan,2008,6473,6218.9163051041805,1.0721153365754912,6037.596683091768
B,lan,2009,4342,4790.9945052875155,0.9716406032762546,4468.730501133136
B,lan,2010,3473,3374.5078151784323,1.0,3473.0
B,lan,2011,3021,2940.0,1.0275510204081633,2940.0
B,lan,2012,3209,3126.264741303005,1.0547447184896626,3042.4423500267576
B,lan,2013,3501,3497.159640728072,1.0559029723514524,3315.645558041585
B,lan,2014,3521,3514.4051664297695,1.0578843899852204,3328.341010920098
B,lan,2015,3275,3249.3110985460953,1.0662479744558224,3071.5181444273794
B,lan,2016,3055,2923.3325889542457,1.1142719696932577,2741.7004852423916
B,lan,2017,2514,2408.7839040649496,1.1629435613055796,2161.755809695232
B,lan,2018,2279,2253.306365326883,1.1762041846586335,1937.5887534879228
B,off,1993,9296,0.0,0.5866953990303806,15844.67854249975
B,off,1994,9660,9467.918944479534,0.5985980222124754,16137.707846570756
B,off,1995,9999,10229.47447298117,0.5851113505304271,17089.054913967237
B,off,1996,13419,12787.770906925429,0.6139935779202639,21855.277453313454
B,off,1997,12892,12044.076657228079,0.6572197630274633,19615.965199545106
B,off,1998,12554,12058.588460300145,0.6842207885450473,18347.8786528765
B,off,1999,12394,12001.044456520493,0.7066245345520553,17539.724979768536
B,off,2000,13884,13498.178063433163,0.7268221675263216,19102.334271467025
B,off,2001,15703,15078.965826513515,0.7569012774468732,20746.43083305166
B,off,2002,15671,15205.838443638848,0.7800556321070216,20089.592786697525
B,off,2003,15540,15129.105817905242,0.8012413072421435,19394.906203086768
B,off,2004,19033,18825.588947313485,0.8100689887269625,23495.529720142345
B,off,2005,19788,18635.17028431675,0.8601823811837979,23004.42375112056
B,off,2006,22583,20958.088483377618,0.9268735901024826,24364.70327901245
B,off,2007,20843,20148.039357710884,0.9588439795811948,21737.63453059781
B,off,2008,23004,21595.14993468627,1.02139818306412,22522.068652001788
B,off,2009,21613,22432.173681278946,0.9840989662534664,21962.222033706836
B,off,2010,24969,24571.9670883828,1.0,24969.0
B,off,2011,24857,23878.0,1.041000083759109,23877.999999999996
B,off,2012,30542,29879.435587394837,1.0640838400436068,28702.62553630019
B,off,2013,29550,29666.28664346376,1.0599128179130037,27879.651515286634
B,off,2014,33199,33003.578201252465,1.066188806174915,31138.012149185426
B,off,2015,31431,31386.878445636998,1.0676875824057004,29438.386769639168
B,off,2016,33559,32729.58858728067,1.0947442092772688,30654.64947483492
B,off,2017,31967,31058.376814100244,1.126771316718609,28370.441744199266
B,off,2018,31960,31085.91631645307,1.1584542310328043,27588.48743770092
B,soe,1993,61,0.0,,
B,soe,1994,0,0.0,,
B,soe,1995,133,0.0,,
B,soe,1996,1062,980.7534246575343,,
B,soe,1997,720,704.1973601508486,,
B,soe,1998,193,147.42133815551537,,
B,soe,1999,2,1.3187772925764192,,
B,soe,2000,191,25.0,,
B,soe,2001,78,73.66330097087378,,
B,soe,2002,193,191.0,,
B,soe,2003,249,254.53953488372093,,
B,soe,2004,2123,2143.245098039216,,
B,soe,2005,2014,1951.4746094485224,,
B,soe,2006,5914,5680.150585371093,,
B,soe,2007,3098,2915.770826473494,,
B,soe,2008,321,310.38842131320007,,
B,soe,2009,453,497.25850340136054,,
B,soe,2010,316,306.5665236051502,,
B,soe,2011,340,330.0,,
B,soe,2012,365,349.5538461538461,,
B,soe,2013,378,377.98542274052477,,
B,soe,2014,-205,-205.29213483146066,,
B,soe,2015,536,528.6302631578948,,
B,soe,2016,724,701.8261398176292,,
B,soe,2017,2062,2005.0849056603774,,
B,soe,2018,1947,1911.5938894146277,,
B,tje,1993,20127,0.0,0.5697772735023103,35324.32923532249
B,tje,1994,18894,18403.426321040824,0.5849656263868914,32299.33375179837
B,tje,1995,21274,20399.72271084571,0.6100356809819998,34873.369973629015
B,tje,1996,26599,24942.809145612464,0.6505417647111527,40887.45941132655
B,tje,1997,29694,30032.6377072959,0.643206479217781,46165.57973127322
B,tje,1998,32936,31611.04361445106,0.6701660615163059,49146.0279642923
B,tje,1999,32146,30939.923247358896,0.6962899694763187,46167.54715593143
B,tje,2000,35631,34551.80493616719,0.7180379707585492,49622.723938065166
B,tje,2001,37448,35854.82464377853,0.7499433115657952,49934.44094035974
B,tje,2002,31410,30164.584467684464,0.7809064779764175,40222.486156592684
B,tje,2003,29748,29025.592840802412,0.8003421681774086,37169.102394972004
B,tje,2004,27756,26740.00660089798,0.8307513738304819,33410.7181454553
B,tje,2005,29732,28196.969539137735,0.8759771085486376,33941.52622237064
B,tje,2006,32803,31743.629760475273,0.9052108189435593,36237.967237602476
B,tje,2007,37157,34878.65307196821,0.964341092245848,38530.9723901377
B,tje,2008,47373,44494.07857747784,1.0267373103010362,46139.357676707376
B,tje,2009,34853,37402.51732061873,0.9567504553014413,36428.51676409074
B,tje,2010,29623,28341.818737394595,1.0,29623.0
B,tje,2011,31045,29530.0,1.051303758889265,29530.000000000004
B,tje,2012,25352,24936.14428458156,1.0688361677406732,23719.25723059087
B,tje,2013,29054,29131.986689541736,1.065974880068367,27255.80174847704
B,tje,2014,29451,29438.588714824517,1.0664242942150368,27616.587656302414
B,tje,2015,37493,37565.62700088296,1.0643625371157677,35225.7794619485
B,tje,2016,42134,40935.81386085217,1.09551629512667,38460.40463973949
B,tje,2017,45252,43844.17635790077,1.130693002016874,40021.473485094306
B,tje,2018,48349,46911.20739545385,1.1653478771857764,41488.89867698479
B,udv,1993,2482,0.0,0.5665216894104496,4381.1208756771375
B,udv,1994,2036,2002.3889890329015,0.5760310139323899,3534.5319101845616
B,udv,1995,1996,1929.7323896734808,0.5958120980721033,3350.0494643505044
B,udv,1996,2110,2023.6521567299005,0.6212349897937195,3396.4603325073876
B,udv,1997,2592,2500.7296263606945,0.6439085123683286,4025.416577374464
B,udv,1998,3039,2986.7613607594935,0.65517051171097,4638.487150564344
B,udv,1999,2561,2473.673131070792,0.6782996748505233,3775.617319239268
B,udv,2000,2452,2338.34893144055,0.7112671596487814,3447.368498231775
B,udv,2001,3928,3810.3880360816584,0.7332212301331453,5357.182578151367
B,udv,2002,4055,3969.320987654321,0.7490480355298579,5413.537994437959
B,udv,2003,5457,5323.707150664965,0.767802400508802,7107.297393683314
B,udv,2004,3666,3409.4463129895075,0.8255779214183304,4440.525727361831
B,udv,2005,2611,2505.2309705833472,0.8604332207825649,3034.5178881230236
B,udv,2006,3428,3297.8908664065225,0.89437922609506,3832.8260540743504
B,udv,2007,4803,4528.37235915493,0.9486197428641279,5063.145729498
B,udv,2008,4105,3762.9623930769953,1.0348453260180022,3966.7763836704894
B,udv,2009,4480,4793.364750751559,0.9671926301527017,4631.962507088884
B,udv,2010,2910,2814.5305537443624,1.0,2910.0
B,udv,2011,3428,3289.0,1.0422620857403466,3289.0
B,udv,2012,3825,3802.775358372184,1.0483534004131532,3648.578807959776
B,udv,2013,4819,4833.424722264953,1.045224727162731,4610.491767718895
B,udv,2014,4647,4664.868607335924,1.0412210323538145,4463.0293238457325
B,udv,2015,6206,6270.290293520652,1.03054522586698,6022.054970735514
B,udv,2016,4427,4329.311536154901,1.0537988954625062,4200.99130779314
B,udv,2017,1414,1380.893830030177,1.0790631443051786,1310.3959740099278
B,udv,2018,2707,2602.857694034691,1.122237277254385,2412.1458579800737
M,bol,1993,782,0.0,1.9651671039936887,397.9305364977815
M,bol,1994,1006,1042.618556701031,1.896147055806278,530.5495673025368
M,bol,1995,1040,1095.3729314420802,1.800293654730322,577.6835336098479
M,bol,1996,790,866.2800965850292,1.6417692070307839,481.18821854915393
M,bol,1997,973,1022.29088639201,1.5626094878717274,622.6763676734262
M,bol,1998,1272,1315.1088920256727,1.511387597350407,841.6107173500205
M,bol,1999,1099,1149.7778064956346,1.4446399644385581,760.7431796524562
M,bol,2000,1281,1331.2820788530466,1.3900763961610194,921.5320852420369
M,bol,2001,1226,1227.2580952380954,1.38865139150928,882.8709692700487
M,bol,2002,1497,1489.236515072642,1.3958905197728055,1072.4336749873842
M,bol,2003,1872,1908.7857364146914,1.3689891972490014,1367.4322659096247
M,bol,2004,1813,1874.2750383447299,1.3242332975871052,1369.0941039645204
M,bol,2005,2348,2457.0426135940297,1.2654643291621248,1855.4454249647888
M,bol,2006,2797,2924.4636647933,1.2103086700229644,2310.9807186186067
M,bol,2007,2808,2851.387987465812,1.1918920751451163,2355.91800512485
M,bol,2008,1860,1967.372685912935,1.1268425528339499,1650.629890859373
M,bol,2009,1317,1347.2981499680782,1.1015020261977455,1195.6401065789485
M,bol,2010,1652,1819.6813472786755,1.0,1652.0
M,bol,2011,1218,1264.0,0.9636075949367089,1264.0
M,bol,2012,1435,1350.6024545987957,1.0238222905828638,1401.6104290746123
M,bol,2013,1466,1444.6776524105433,1.0389331318928379,1411.0629019300661
M,bol,2014,1496,1487.5785694676345,1.0448147057320871,1431.8328329345
M,bol,2015,1468,1527.42118529309,1.004168334695706,1461.9062853090757
M,bol,2016,1547,1550.8557008203422,1.0016717950951488,1544.41804948002
M,bol,2017,1895,1949.4000023291248,0.9737191184145857,1946.1464442491879
M,bol,2018,2092,2168.775726651264,0.9392489830511936,2227.311434721006
M,byg,1993,3238,0.0,0.9388825822293838,3448.780562433424
M,byg,1994,3951,3894.927081631487,0.9523991090571248,4148.470911434903
M,byg,1995,4579,4529.464222576449,0.962814873034129,4755.846765817137
M,byg,1996,4202,4419.121313631162,0.9155096249586882,4589.793362565263
M,byg,1997,4540,4504.522773001059,0.9227200986139773,4920.235298677852
M,byg,1998,4142,4171.162116968956,0.9162690255818553,4520.50640625958
M,byg,1999,4992,4930.739248430249,0.927652983710466,5381.322636437589
M,byg,2000,4539,4543.091051418944,0.9268176326218915,4897.403588621355
M,byg,2001,4506,4427.895009424317,0.9431660515223478,4777.525646440459
M,byg,2002,4079,4011.7854774591938,0.9589681067882546,4253.530405365885
M,byg,2003,4604,4496.150488461992,0.9819709493672673,4688.52974007692
M,byg,2004,4328,4270.808026918183,0.9951208862760129,4349.220340652722
M,byg,2005,5307,5320.918925508216,0.9925177619507496,5347.0075835915795
M,byg,2006,6852,6838.321622802081,0.9945030491414437,6889.873294923876
M,byg,2007,6236,6252.534357277555,0.9918731605573079,6287.094205166468
M,byg,2008,6273,6216.739097469175,1.0008495191166966,6267.675489854118
M,byg,2009,3940,3841.882190994257,1.0264102097048609,3838.621208895543
M,byg,2010,4098,4206.229039370519,1.0,4098.0
M,byg,2011,4070,4291.0,0.9484968538802145,4291.0
M,byg,2012,4607,4468.7409145542,0.9778425488026018,4711.3924482437515
M,byg,2013,4199,4115.136609328874,0.9977702448842285,4208.383665006177
M,byg,2014,5553,5624.682373151394,0.9850544088123906,5637.2520647817355
M,byg,2015,5687,5767.704920581267,0.9712709821416277,5855.214563767066
M,byg,2016,5033,5162.65100572717,0.9468791997940349,5315.355962085531
M,byg,2017,5595,5685.2378392926685,0.9318500426196333,6004.184948332713
M,byg,2018,4379,4436.739862597058,0.9197229188557384,4761.216568842361
M,ene,1993,1269,0.0,0.8372128480889488,1515.7435804964814
M,ene,1994,2380,2395.0135883056546,0.8319646235749892,2860.698559240456
M,ene,1995,1577,1447.3404936442325,0.9064958916987641,1739.6659096211877
M,ene,1996,1549,1612.1593595463262,0.8709822189268731,1778.451920532321
M,ene,1997,1665,1647.4161832905445,0.8802787111248643,1891.4464009613266
M,ene,1998,2223,2194.0112799639014,0.8919095324171579,2492.405248742508
M,ene,1999,1602,1601.5162309720251,0.8921789509838852,1795.6038956459709
M,ene,2000,1799,1808.6597928138237,0.8874139510355252,2027.2388076621323
M,ene,2001,1740,1690.3699775184546,0.9134688235936538,1904.826913692261
M,ene,2002,3020,2916.835658876599,0.9457769205671741,3193.1419918651986
M,ene,2003,2320,2380.869711696228,0.9215970302518591,2517.369223038813
M,ene,2004,3365,3237.7179337894777,0.9578271085424175,3513.16012043209
M,ene,2005,2788,2763.1365985696,0.9664458789328997,2884.796821813103
M,ene,2006,4928,5157.49951783519,0.9234407632829802,5336.5632057222265
M,ene,2007,4298,4257.01652277642,0.9323309832966554,4609.9508404221215
M,ene,2008,3924,3767.949466953896,0.9709436951163974,4041.428992985621
M,ene,2009,4991,4850.426111105142,0.9990833529513989,4995.579182914071
M,ene,2010,5542,5536.919942056654,1.0,5542.0
M,ene,2011,4116,4079.0,1.0090708506987007,4078.9999999999995
M,ene,2012,4752,4733.75412651868,1.0129602329064489,4691.200943165621
M,ene,2013,12396,12331.73073504092,1.0182394764287461,12173.953462771133
M,ene,2014,5824,5822.259461999147,1.0185438744917767,5717.966742381131
M,ene,2015,6503,6440.741650096504,1.0283894581799877,6323.479833708924
M,ene,2016,8086,7998.0073415929155,1.0397036166244906,7777.216382349488
M,ene,2017,7394,7458.689355260477,1.030686247296193,7173.86112349586
M,ene,2018,4610,4677.167445679855,1.0158848609160274,4537.91583806372
M,fre,1993,19059,0.0,0.8402852217043641,22681.584190356607
M,fre,1994,20799,20278.305880866956,0.8618615592892849,24132.646102874616
M,fre,1995,24014,23605.515429630406,0.8767757495688345,27388.98744839736
M,fre,1996,27129,27750.891046440138,0.8571274079181024,31651.070481918538
M,fre,1997,29239,29039.979828702828,0.8630015732774996,33880.58713375966
M,fre,1998,30353,30147.97242654221,0.8688705954444287,34933.85569628397
M,fre,1999,31634,31359.096763504276,0.8764873753722746,36091.79195144019
M,fre,2000,34750,34326.553243595605,0.8872995805330137,39163.7737269358
M,fre,2001,36122,35602.89861204006,0.9002366857055459,40125.00331697765
M,fre,2002,32371,31617.161964635212,0.9217007454865804,35120.94371032632
M,fre,2003,33817,33869.97120127613,0.9202592445353281,36747.25377746726
M,fre,2004,34003,34057.06047094708,0.918798471131369,37008.11556437416
M,fre,2005,35799,35477.06971097986,0.9271359426241469,38612.46054022588
M,fre,2006,36766,36578.180417043535,0.9318965481026653,39452.87711909151
M,fre,2007,36716,36119.84458897294,0.9472774329317892,38759.500357107965
M,fre,2008,44207,42762.899753512866,0.9792669280846786,45142.952071773994
M,fre,2009,47485,46483.771158595024,1.0003596722273007,47467.92710493282
M,fre,2010,38780,38793.94808897472,1.0,38780.0
M,fre,2011,44504,43932.0,1.0130201220067376,43932.0
M,fre,2012,47283,46162.89061664922,1.0376003276443295,45569.56926502413
M,fre,2013,47376,46722.534197362365,1.0521123044146188,45029.4134962706
M,fre,2014,48881,48225.13704483723,1.0664210555643545,45836.491829329054
M,fre,2015,49428,49258.96648716342,1.0700805090616565,46190.917021134184
M,fre,2016,61390,60942.98302857572,1.0779295529477526,56951.77373337642
M,fre,2017,58139,57816.18565189893,1.0839481292687292,53636.3304019194
M,fre,2018,58516,58146.38862399167,1.0908383174482814,53643.14680188556
M,lan,1993,3918,0.0,0.8091625694332762,4842.043055382679
M,lan,1994,4430,4267.665382854576,0.8399417154378059,5274.175479772349
M,lan,1995,5253,5285.564541532272,0.834766806180311,6292.775372845077
M,lan,1996,5427,5615.013739499297,0.8068153823510542,6726.445874378053
M,lan,1997,5843,5683.6430047790345,0.8294367318836356,7044.539716405679
M,lan,1998,5330,5272.417734873552,0.8384953551192399,6356.62435988335
M,lan,1999,5263,5236.201251749862,0.8427867535683046,6244.758804901475
M,lan,2000,5833,5819.820763315491,0.8446952807466431,6905.448784849483
M,lan,2001,6419,6297.394182844755,0.8610067671932438,7455.225957079295
M,lan,2002,5554,5357.016172216464,0.8926670055230973,6221.804957096393
M,lan,2003,5308,5328.537746960192,0.8892264051276879,5969.2334476255255
M,lan,2004,6048,5997.575212108607,0.896702601970616,6744.71110790664
M,lan,2005,6251,6145.315795394037,0.9121236648439658,6853.2373853816625
M,lan,2006,8193,8129.462371595237,0.919252571015983,8912.675643588218
M,lan,2007,9497,9435.185433233366,0.9252750493052089,10263.975027891782
M,lan,2008,10153,9762.362647844933,0.9622995902195465,10550.768287954497
M,lan,2009,5721,5451.329980455081,1.0099032667962686,5664.8989938895975
M,lan,2010,5153,5204.031533801172,1.0,5153.0
M,lan,2011,5038,4966.0,1.0144985904148207,4966.0
M,lan,2012,6012,5636.0684964468,1.0821666786730957,5555.5212690263625
M,lan,2013,7225,7096.265643389967,1.1017984171288795,6557.460863691618
M,lan,2014,6283,6219.459811074639,1.1130547772805075,5644.825509262949
M,lan,2015,6433,6255.9322558359145,1.1445586508015584,5620.507079733166
M,lan,2016,5883,5773.525770463382,1.166261104629164,5044.324960035959
M,lan,2017,7575,7569.700819808044,1.1670775474307247,6490.571270671829
M,lan,2018,7082,7417.397653244638,1.1143049863706411,6355.531103801755
M,off,1993,17353,0.0,0.6764848247651915,25651.721021270867
M,off,1994,18946,19057.95197153001,0.6725109554871215,28172.031764563297
M,off,1995,19427,18988.367511307453,0.6880460010302761,28235.030755080505
M,off,1996,19071,19054.94408558315,0.6886257564815532,27694.2879648314
M,off,1997,21324,20182.871032719235,0.7275602964220216,29308.91103440725
M,off,1998,22126,21818.209780213692,0.7378240140138564,29988.180893749643
M,off,1999,22474,21609.153406842917,0.7673533793182511,29287.679712790006
M,off,2000,22696,21930.61179544355,0.7941343570098421,28579.546772736736
M,off,2001,25132,23891.718214554923,0.8353599553259738,30085.234322960816
M,off,2002,22583,21888.197679380715,0.8618769871992591,26202.115076056663
M,off,2003,22121,22098.96898676679,0.8627362138591886,25640.51403504719
M,off,2004,22819,22255.737217771974,0.884570907331358,25796.68832749895
M,off,2005,24504,24112.467078434653,0.8989343746013211,27258.94202329015
M,off,2006,28124,27536.732131309418,0.9181056862786632,30632.638943773854
M,off,2007,32055,30925.0357470435,0.9516521828588704,33683.52490266262
M,off,2008,31983,31574.379290349396,0.9639680161084949,33178.48669825608
M,off,2009,31243,30225.61673629695,0.9964148288531326,31355.414527461922
M,off,2010,33929,33807.35872815794,1.0,33929.0
M,off,2011,35224,34968.0,1.0073209791809654,34968.0
M,off,2012,37158,36463.127800129594,1.026517339641754,36198.122101832036
M,off,2013,37712,37392.90744687305,1.0352771302304038,36426.96134087989
M,off,2014,38073,37952.079675600886,1.038575659520511,36658.86028715282
M,off,2015,38053,38030.291678630274,1.0391958049046817,36617.73827454042
M,off,2016,41604,41705.09989335629,1.036676626547099,40132.090311105145
M,off,2017,41093,40936.25031012857,1.0406461825879465,39487.96496596687
M,off,2018,42177,42146.94789569224,1.0413881961663438,40500.74713278481
M,soe,1993,6514,0.0,1.0091748390591389,6454.778446590138
M,soe,1994,2985,3085.9994102564365,0.9761462962629697,3057.9432728758247
M,soe,1995,5074,5328.5018458392515,0.9295232413414327,5458.712353095663
M,soe,1996,6982,6748.8888240920005,0.9616296015839382,7260.5918001064765
M,soe,1997,6442,6415.140472750301,0.9656558449059005,6671.113765823837
M,soe,1998,8013,8188.365133155134,0.9449749931033495,8479.589469013217
M,soe,1999,9191,9379.487305149149,0.9259850649667014,9925.646047358776
M,soe,2000,13632,12547.421299058999,1.0060257087703546,13550.349539935836
M,soe,2001,11327,11071.223161496206,1.0292677725865487,11004.910774127577
M,soe,2002,8419,8286.843841952448,1.0456822335105704,8051.203061694645
M,soe,2003,14589,16034.718214402648,0.9514016960387248,15334.216935646691
M,soe,2004,10684,9867.42747372028,1.0301343230086442,10371.462984357182
M,soe,2005,10048,9504.616849131304,1.0890275580689917,9226.580104011879
M,soe,2006,10163,10062.451898020523,1.099909563277754,9239.850565271969
M,soe,2007,12903,11941.870752382853,1.1884346589617036,10857.138760386648
M,soe,2008,15219,13702.021828843725,1.320008630891552,11529.470068480445
